Wall time,Step,Value
1654536853.6538706,0,11746.7138671875
1654536866.8763912,100,9098.578125
1654536880.2270434,200,9539.6484375
1654536893.0862556,300,8943.705078125
1654536906.533885,400,9136.7705078125
1654536919.087467,500,8550.5859375
1654536931.6899378,600,8955.755859375
1654536943.233086,700,8528.412109375
1654536955.7942376,800,7922.841796875
1654536967.8975031,900,8355.34765625
1654536980.505669,1000,7596.634765625
1654536993.111691,1100,7973.00732421875
1654537005.190331,1200,7961.06640625
1654537017.2013435,1300,8156.21826171875
1654537029.36315,1400,7664.1083984375
1654537041.56611,1500,7471.63818359375
1654537053.6530344,1600,7972.28515625
1654537066.2733736,1700,7645.35009765625
1654537078.3995955,1800,7430.638671875
1654537090.5342724,1900,7330.95751953125
1654537102.6949592,2000,7496.64599609375
1654537114.7708695,2100,7147.728515625
1654537126.8967965,2200,7445.73828125
1654537139.0083363,2300,6974.2529296875
1654537151.1934526,2400,6669.8349609375
1654537163.5073142,2500,7156.1904296875
1654537175.6828532,2600,6951.57470703125
1654537187.8540497,2700,6680.9833984375
1654537199.981316,2800,6695.2919921875
1654537212.1527915,2900,6764.826171875
1654537224.344107,3000,6532.478515625
1654537236.4959068,3100,6770.556640625
1654537248.7156467,3200,6875.27490234375
1654537260.911083,3300,5998.2421875
1654537273.028704,3400,6175.06689453125
1654537285.1904838,3500,6075.53369140625
1654537297.4599347,3600,6528.2099609375
1654537309.6277454,3700,6104.677734375
1654537321.854731,3800,6339.052734375
1654537333.9733927,3900,6051.07666015625
1654537346.1661906,4000,5480.712890625
1654537358.3722684,4100,6158.5810546875
1654537370.5772018,4200,5972.470703125
1654537382.762856,4300,5864.9609375
1654537395.0132873,4400,5973.328125
1654537407.1701248,4500,6237.62255859375
1654537419.3795686,4600,6136.0
1654537431.5580919,4700,5797.3837890625
1654537443.5592074,4800,5879.1650390625
1654537455.5266812,4900,5780.68701171875
1654537467.4353874,5000,6463.958984375
1654537479.3681548,5100,5823.875
1654537491.2920415,5200,6078.240234375
1654537503.273478,5300,5849.3017578125
1654537515.2951665,5400,5465.5654296875
