Wall time,Step,Value
1654536853.6538706,0,11746.8359375
1654536866.8753908,100,9126.828125
1654536880.2259912,200,9561.02734375
1654536893.0862556,300,8983.890625
1654536906.533885,400,9190.126953125
1654536919.0864668,500,8617.990234375
1654536931.6889381,600,9023.94140625
1654536943.233086,700,8610.7841796875
1654536955.7932374,800,8010.4228515625
1654536967.8975031,900,8454.82421875
1654536980.5046701,1000,7712.34716796875
1654536993.1106908,1100,8088.9677734375
1654537005.190331,1200,8084.53173828125
1654537017.2013435,1300,8276.482421875
1654537029.36315,1400,7808.15380859375
1654537041.5651102,1500,7618.7060546875
1654537053.6520343,1600,8123.2783203125
1654537066.2733736,1700,7815.2626953125
1654537078.3995955,1800,7595.20947265625
1654537090.5342724,1900,7508.0654296875
1654537102.693959,2000,7685.90478515625
1654537114.7708695,2100,7330.03759765625
1654537126.8957963,2200,7630.7548828125
1654537139.0073361,2300,7165.8564453125
1654537151.1934526,2400,6876.2900390625
1654537163.5073142,2500,7380.69970703125
1654537175.6828532,2600,7163.3134765625
1654537187.8540497,2700,6894.3974609375
1654537199.981316,2800,6929.0224609375
1654537212.1527915,2900,7017.52490234375
1654537224.344107,3000,6765.69921875
1654537236.4959068,3100,7028.46875
1654537248.7156467,3200,7130.55029296875
1654537260.911083,3300,6244.76611328125
1654537273.0277028,3400,6442.2529296875
1654537285.1904838,3500,6324.365234375
1654537297.4599347,3600,6784.7626953125
1654537309.6267455,3700,6363.1630859375
1654537321.854731,3800,6597.9365234375
1654537333.9723916,3900,6313.27783203125
1654537346.1661906,4000,5743.224609375
1654537358.37127,4100,6425.76123046875
1654537370.5772018,4200,6223.853515625
1654537382.762856,4300,6135.607421875
1654537395.0132873,4400,6245.66845703125
1654537407.1701248,4500,6529.4072265625
1654537419.3785684,4600,6432.8671875
1654537431.5570915,4700,6080.5556640625
1654537443.558207,4800,6164.9287109375
1654537455.5256796,4900,6057.421875
1654537467.4353874,5000,6758.2578125
1654537479.3681548,5100,6126.39990234375
1654537491.2910404,5200,6374.783203125
1654537503.273478,5300,6132.689453125
1654537515.2951665,5400,5762.61181640625
1654537527.1874502,5500,5937.130859375
1654537539.1713223,5600,6157.45556640625
1654537551.1099656,5700,6035.787109375
1654537563.0915482,5800,5751.486328125
1654537575.0234485,5900,5925.474609375
1654537586.9073014,6000,5760.4248046875
1654537598.8710933,6100,5718.20166015625
1654537610.872657,6200,5957.751953125
1654537622.823966,6300,5998.53564453125
1654537634.727262,6400,5880.603515625
1654537646.7083015,6500,5916.38330078125
1654537658.5770128,6600,5353.365234375
1654537670.5027232,6700,5562.818359375
1654537682.4759707,6800,5622.50146484375
1654537694.3970551,6900,5794.76416015625
1654537706.3790426,7000,5764.109375
1654537718.1310644,7100,5198.279296875
1654537730.0523486,7200,5629.00830078125
1654537742.0062478,7300,5303.90380859375
1654537753.926167,7400,4906.72265625
1654537765.8874164,7500,5233.125
1654537777.8061364,7600,5354.5966796875
1654537789.8133967,7700,5212.765625
1654537801.7746313,7800,5650.96484375
1654537813.6393826,7900,5668.76171875
1654537825.5433915,8000,5406.91015625
1654537837.3333502,8100,5433.39453125
1654537849.2455583,8200,5271.27001953125
1654537861.126362,8300,5472.0263671875
1654537872.999097,8400,5100.5517578125
1654537884.9760547,8500,5233.087890625
1654537896.9007413,8600,4768.2900390625
1654537908.792634,8700,5145.0537109375
1654537920.693461,8800,5126.7431640625
1654537932.6061397,8900,5326.3564453125
1654537944.5271163,9000,4939.26220703125
1654537956.3666143,9100,5040.8408203125
1654537968.3275766,9200,5610.92041015625
1654537980.2315557,9300,4953.16748046875
1654537992.1527314,9400,5066.8818359375
1654538004.0315268,9500,5000.66796875
1654538015.961874,9600,5206.19873046875
1654538027.898741,9700,5157.77734375
1654538039.7468925,9800,4715.84765625
1654538051.711346,9900,4410.6328125
1654538063.623111,10000,4887.2431640625
1654538075.608433,10100,5002.7021484375
1654538087.651598,10200,5145.1435546875
1654538099.4351604,10300,5014.0732421875
1654538111.3349912,10400,5565.97216796875
1654538123.3059108,10500,4946.90625
1654538135.279276,10600,4341.3193359375
1654538147.28092,10700,4739.9599609375
1654538159.2286897,10800,5302.810546875
1654538170.981188,10900,5199.9150390625
1654538182.9536686,11000,5081.8203125
1654538194.9114776,11100,4663.3876953125
1654538206.9083903,11200,5378.11865234375
1654538218.8752308,11300,4812.7060546875
1654538230.7931714,11400,4838.8681640625
1654538242.6764152,11500,4352.5703125
1654538254.6805658,11600,4482.39599609375
1654538266.5581446,11700,4635.515625
1654538278.549561,11800,4893.35205078125
1654538290.392255,11900,4662.5283203125
1654538302.290069,12000,5024.40234375
1654538314.236025,12100,4775.8740234375
1654538326.1762955,12200,4579.9267578125
1654538337.8617918,12300,4720.1044921875
1654538349.7946534,12400,4587.9736328125
1654538361.7178485,12500,4826.77099609375
1654538373.5604584,12600,4753.9580078125
1654538385.431492,12700,4626.2578125
1654538397.3847425,12800,4490.236328125
1654538409.3074782,12900,4605.9384765625
1654538421.2469018,13000,4634.2431640625
1654538433.2077396,13100,4428.9228515625
1654538445.2910502,13200,4679.69970703125
1654538457.6621664,13300,4643.2626953125
1654538469.9631557,13400,4439.18115234375
1654538482.1535861,13500,4468.2060546875
1654538494.0293863,13600,4779.53857421875
1654538505.8535497,13700,4208.9091796875
1654538517.85313,13800,4238.4951171875
1654538529.9016109,13900,4330.6259765625
1654538542.2003574,14000,4172.89990234375
1654538555.733041,14100,4800.5966796875
1654538568.1822298,14200,4319.68701171875
1654538580.4689898,14300,4143.00390625
1654538593.0151753,14400,4073.11328125
1654538605.1519804,14500,4629.17333984375
1654538617.5504599,14600,4182.63330078125
1654538629.7583773,14700,4567.9912109375
1654538641.8891597,14800,4155.18896484375
1654538653.8739011,14900,4723.42041015625
1654538665.9640343,15000,4438.9541015625
1654538678.1884453,15100,3825.70703125
1654538690.49061,15200,4513.4462890625
1654538702.7735314,15300,4018.269775390625
1654538714.9340937,15400,4182.3662109375
1654538727.0713692,15500,4490.85205078125
1654538739.0627425,15600,4748.890625
1654538751.088467,15700,4403.59912109375
1654538763.2159827,15800,4400.849609375
1654538775.502548,15900,4075.528564453125
1654538787.5458202,16000,4538.78515625
1654538799.5758605,16100,4117.70654296875
1654538811.7256024,16200,4565.49658203125
1654538823.742784,16300,4230.994140625
1654538836.0592563,16400,4289.9755859375
1654538848.2014444,16500,4304.41455078125
1654538860.275029,16600,4215.71630859375
1654538872.6422105,16700,4621.3271484375
1654538884.6482854,16800,4255.83984375
1654538896.9608955,16900,4745.041015625
1654538909.1513736,17000,4180.6328125
1654538921.1911933,17100,4326.1875
1654538933.4035573,17200,4391.357421875
1654538945.3158896,17300,3969.60791015625
1654538957.1865208,17400,4716.537109375
1654538969.1654997,17500,4351.78076171875
1654538981.194603,17600,4073.744384765625
1654538993.269765,17700,4155.05322265625
1654539005.443546,17800,4396.36767578125
1654539017.7208343,17900,4149.04541015625
1654539030.0245275,18000,4250.27734375
1654539042.4273117,18100,4209.3369140625
1654539054.6521158,18200,3897.341064453125
1654539066.761325,18300,4341.275390625
1654539078.7678933,18400,4089.181884765625
1654539090.8310106,18500,4106.236328125
1654539103.0384154,18600,4273.2236328125
1654539115.149646,18700,4071.11328125
1654539127.254056,18800,4259.93359375
1654539139.4066198,18900,3943.89990234375
1654539151.4514046,19000,4269.36767578125
1654539163.5463524,19100,3896.20849609375
1654539175.6045616,19200,3878.9658203125
1654539187.742025,19300,4037.130859375
1654539199.7857785,19400,3925.48681640625
1654539211.9318566,19500,3970.89453125
1654539223.992256,19600,3814.0478515625
1654539236.1082892,19700,3976.5458984375
1654539248.2645829,19800,4127.150390625
1654539260.3808231,19900,3953.995361328125
1654539272.5237696,20000,3874.6533203125
1654539284.6882784,20100,4385.9345703125
1654539296.755544,20200,4039.28759765625
1654539308.857506,20300,4391.8310546875
1654539320.9125483,20400,3615.51171875
1654539332.9040642,20500,3909.770263671875
1654539344.8830473,20600,3917.04931640625
1654539356.759699,20700,3700.76171875
1654539368.792166,20800,4155.51611328125
1654539380.6976664,20900,3771.7138671875
