Wall time,Step,Value
1654516755.9308038,0,5.492314338684082
1654516767.0123358,100,4.411059856414795
1654516777.5368633,200,4.266026496887207
1654516788.8321493,300,4.3362202644348145
1654516799.421975,400,4.145999431610107
1654516810.2657764,500,4.156015396118164
1654516821.1160977,600,3.977921962738037
1654516832.3664646,700,4.041919231414795
1654516843.1573875,800,3.9367525577545166
1654516854.3924057,900,3.7372119426727295
1654516865.0204148,1000,4.059225559234619
1654516875.9354599,1100,3.9043593406677246
1654516886.8337278,1200,3.7158524990081787
1654516897.5443099,1300,3.7682712078094482
1654516908.6020374,1400,3.7223246097564697
1654516919.3200305,1500,3.6401164531707764
1654516929.8680449,1600,3.7602882385253906
1654516940.5787573,1700,3.7338080406188965
1654516951.3737657,1800,3.6996660232543945
1654516961.8838031,1900,3.634314775466919
1654516972.6574001,2000,3.5950891971588135
1654516983.541896,2100,3.5971431732177734
1654516994.094829,2200,3.541119337081909
1654517005.2809126,2300,3.792820692062378
1654517016.3672147,2400,3.4652602672576904
1654517027.8394582,2500,3.4587559700012207
1654517038.8973222,2600,3.5043532848358154
1654517050.338335,2700,3.591217517852783
1654517061.2247596,2800,3.609646797180176
1654517072.3310986,2900,3.648775577545166
1654517083.4729533,3000,3.5563478469848633
1654517094.566208,3100,3.5000951290130615
1654517105.8197036,3200,3.419279098510742
1654517117.1355102,3300,3.189972162246704
1654517127.8280406,3400,3.1597423553466797
1654517139.6171246,3500,3.34574818611145
1654517150.6491237,3600,3.2211830615997314
1654517161.5786538,3700,3.5070860385894775
1654517172.6820655,3800,3.4303555488586426
1654517184.2431903,3900,3.1250550746917725
1654517194.958545,4000,3.1981067657470703
1654517206.1608562,4100,3.391075372695923
1654517217.3153017,4200,3.284022569656372
1654517228.4608028,4300,3.3224563598632812
1654517239.6529386,4400,3.1932215690612793
1654517251.079345,4500,3.1089444160461426
1654517262.1661737,4600,3.441640853881836
1654517273.8021646,4700,3.0894672870635986
1654517284.906247,4800,3.180284023284912
1654517295.9795842,4900,3.2271108627319336
1654517307.2383163,5000,3.2428641319274902
1654517318.1941168,5100,3.219125986099243
1654517329.3373375,5200,3.1073405742645264
1654517340.507067,5300,3.2600257396698
1654517351.6700292,5400,3.2805697917938232
1654517362.9400287,5500,3.2416670322418213
1654517373.823783,5600,3.3674097061157227
1654517385.0709906,5700,3.2526495456695557
1654517396.4050658,5800,3.0983924865722656
1654517407.3476713,5900,3.114027738571167
1654517418.7319329,6000,3.1963884830474854
1654517429.8878644,6100,3.0911707878112793
1654517440.8405373,6200,3.0339913368225098
1654517452.7375746,6300,3.264547348022461
1654517464.0854938,6400,3.0543160438537598
1654517474.7851055,6500,3.009995937347412
1654517486.243939,6600,3.134669065475464
1654517497.5596807,6700,3.0759518146514893
1654517508.580151,6800,3.0589654445648193
1654517519.7551754,6900,2.906080484390259
1654517531.4104333,7000,2.912815570831299
1654517542.1102943,7100,2.9567179679870605
1654517553.350901,7200,3.041832447052002
1654517564.6803257,7300,3.0544095039367676
1654517576.1560388,7400,3.0535061359405518
1654517587.2012732,7500,2.930354595184326
1654517598.5078924,7600,2.8921070098876953
1654517609.6458175,7700,2.825969934463501
1654517620.853707,7800,2.945882558822632
1654517631.75151,7900,2.9840662479400635
1654517643.2934575,8000,2.8399806022644043
1654517654.319867,8100,2.9644627571105957
1654517665.6424258,8200,2.734790802001953
1654517677.0182283,8300,2.690483808517456
1654517688.0628035,8400,2.912924289703369
1654517699.4221523,8500,3.004791021347046
1654517710.2508526,8600,2.8252158164978027
1654517721.5355701,8700,2.814291477203369
1654517732.7985544,8800,2.838974952697754
1654517743.8720925,8900,3.0391950607299805
1654517755.1897616,9000,2.786799192428589
1654517766.312355,9100,2.899775743484497
1654517777.3202386,9200,2.896390438079834
1654517787.8865287,9300,2.7762625217437744
1654517798.2079804,9400,2.857697010040283
1654517808.535579,9500,2.7728514671325684
1654517819.188931,9600,2.8150177001953125
1654517829.465194,9700,2.8125972747802734
1654517839.8553789,9800,2.7974605560302734
1654517850.8656695,9900,2.764601945877075
1654517861.4232912,10000,2.7125964164733887
1654517871.650613,10100,2.9744322299957275
1654517882.3920174,10200,2.775510549545288
1654517892.7672713,10300,2.9086623191833496
1654517903.3731394,10400,2.576902151107788
1654517913.7814462,10500,2.9326508045196533
1654517924.544708,10600,2.723644256591797
1654517934.756749,10700,2.7528274059295654
1654517945.150672,10800,2.688004970550537
1654517955.853606,10900,2.65315842628479
1654517966.1126752,11000,2.748770236968994
1654517976.8615124,11100,2.8044888973236084
1654517987.1596198,11200,2.8354384899139404
1654517997.984321,11300,2.5612809658050537
1654518008.3476322,11400,2.760847568511963
1654518019.1768937,11500,2.7672784328460693
1654518029.6990361,11600,2.6124846935272217
1654518039.9015777,11700,2.5913307666778564
1654518050.7864766,11800,2.7815699577331543
1654518061.315658,11900,2.656362295150757
1654518071.7015808,12000,2.7537178993225098
1654518082.4665594,12100,2.7650444507598877
1654518092.7387357,12200,2.700024127960205
1654518103.748422,12300,2.7249646186828613
1654518114.37926,12400,2.778747320175171
1654518124.8778965,12500,2.7782342433929443
1654518135.0983837,12600,2.8201184272766113
1654518145.6151772,12700,2.616915702819824
1654518156.2026594,12800,2.7003047466278076
1654518166.9217587,12900,2.6475088596343994
1654518177.4966862,13000,2.3408424854278564
1654518187.80628,13100,2.577921152114868
1654518198.4361286,13200,2.8418662548065186
1654518208.8210175,13300,2.69543194770813
1654518219.3170822,13400,2.5138583183288574
1654518229.7005992,13500,2.8977625370025635
1654518240.278823,13600,2.7072055339813232
1654518250.6943948,13700,2.5370514392852783
1654518261.4438748,13800,2.611967086791992
1654518271.9706767,13900,2.593122720718384
1654518282.5311923,14000,2.688293695449829
1654518292.815389,14100,2.64316987991333
1654518303.6946938,14200,2.671818256378174
1654518314.262417,14300,2.64847731590271
1654518325.0139449,14400,2.5532190799713135
1654518335.3433046,14500,2.730661153793335
1654518345.8820558,14600,2.6524875164031982
1654518356.683162,14700,2.512617588043213
1654518367.0534844,14800,2.5521464347839355
1654518377.8923764,14900,2.716113805770874
1654518388.2411075,15000,2.825051784515381
1654518398.7468107,15100,2.5539298057556152
1654518409.4532135,15200,2.621530055999756
1654518419.7749157,15300,2.481581926345825
1654518430.3131008,15400,2.578213930130005
1654518440.757021,15500,2.6370255947113037
1654518451.4828932,15600,2.4615061283111572
1654518461.9395926,15700,2.726412057876587
1654518472.128301,15800,2.706749200820923
1654518482.7214777,15900,2.516345977783203
1654518493.086369,16000,2.431609869003296
1654518503.602065,16100,2.4876668453216553
1654518514.3104908,16200,2.7777063846588135
1654518524.5902927,16300,2.491685390472412
1654518534.9526298,16400,2.6244163513183594
1654518545.5779486,16500,2.588414430618286
1654518555.963873,16600,2.619614839553833
1654518566.5540817,16700,2.5439035892486572
