Wall time,Step,Value
1653405771.3245118,0,16277.9609375
1653406102.3025339,100,9985.1640625
1653406443.9287157,200,10078.505859375
1653406791.4196715,300,9683.013671875
1653407195.1287456,400,8948.095703125
1653407540.2817705,500,9225.166015625
1653407948.0497367,600,9104.3037109375
1653408445.4550953,700,9224.3828125
1653408815.073308,800,8917.69921875
1653409157.312908,900,8864.04296875
1653409503.7197192,1000,8535.4609375
1653409849.737755,1100,8989.4921875
1653410193.7177932,1200,8833.435546875
1653410534.2048273,1300,8464.41796875
1653410863.191126,1400,8519.6015625
1653411299.7360609,1500,8716.658203125
1653411790.805196,1600,9235.126953125
1653412285.6155462,1700,8722.6748046875
1653412772.9757466,1800,8709.7822265625
1653413250.854048,1900,7893.31787109375
1653413729.9540892,2000,8741.251953125
1653414226.9287157,2100,7625.3779296875
1653414700.089666,2200,8508.8330078125
1653415057.9118674,2300,7955.828125
1653415405.226699,2400,8617.458984375
1653415762.8341208,2500,8408.5625
1653416097.4016438,2600,8462.912109375
1653416472.302494,2700,8224.4375
1653416965.7251306,2800,8580.193359375
1653417457.5740008,2900,8482.5673828125
1653417938.314907,3000,8777.90625
1653418427.032159,3100,8486.474609375
1653418913.0342755,3200,8008.408203125
1653419337.565094,3300,9225.1025390625
1653419679.1701825,3400,8219.66015625
1653420095.7778811,3500,8672.7080078125
1653420581.4799225,3600,8011.83935546875
1653421082.4938624,3700,8682.744140625
1653421550.200886,3800,8869.361328125
1653422041.3015196,3900,8731.501953125
1653422523.5832653,4000,8498.4921875
1653423009.140202,4100,8071.20458984375
1653423489.9344811,4200,8631.6962890625
1653423983.1266818,4300,8246.205078125
1653424472.5186913,4400,8030.548828125
1653424949.2721481,4500,8459.88671875
1653425425.807559,4600,8395.4921875
1653425894.108331,4700,8279.787109375
1653426371.2217402,4800,8215.6015625
1653426794.7531614,4900,8240.6396484375
1653427146.5128868,5000,8265.3828125
1653427495.7197728,5100,8471.58203125
1653427982.6064832,5200,8183.42138671875
1653428466.1944008,5300,8220.1103515625
1653428934.4612648,5400,8438.830078125
1653429406.14727,5500,8065.2646484375
1653429891.0900495,5600,8208.125
1653430367.123922,5700,7956.35498046875
1653430836.5431848,5800,8136.16064453125
1653431304.061874,5900,9092.6796875
1653431784.96912,6000,8106.2275390625
1653432256.8152907,6100,8369.185546875
1653432750.840746,6200,8610.3603515625
1653433223.3331916,6300,8076.44677734375
1653433694.352159,6400,8338.4921875
1653434163.0176806,6500,8033.4990234375
1653434638.5047364,6600,8272.48828125
1653435116.9412348,6700,8338.5693359375
1653435596.199424,6800,7826.00830078125
1653436071.1043355,6900,7574.42919921875
1653436551.8293436,7000,8294.470703125
1653437042.2015412,7100,8370.7587890625
1653437524.7168186,7200,8160.11181640625
1653438007.3957064,7300,8713.46484375
1653438496.373706,7400,8302.998046875
1653438976.404458,7500,8065.4375
1653439447.0247605,7600,8357.576171875
